ScientificName,USDACode,FamilyName,PrimaryGrowthForm,Lifespan,Clade,GrowthForm4Model,TissueType,IntroYear,DominantInvasionPathway,InvasiveRangeSize,HabitatBreadth,LocalAbundance,natrng,ClonalPropagation,RegenerativeCapacity,Range,pHMin,pHMax,HardinessZoneMin,HardinessZoneMax,SelfCompatible,SLA_m2kg1,SeedWeightMean_g,ElevationMin_m,ElevationMax_m,PrecipMin_in,PrecipMax_in,HeightMax_m,LeafWidthMax_cm,LeafLengthMax_cm,monoploid,holoploid,TissueTypeDummy,ResidenceTime
Rhaponticum repens,,Asteraceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1899,Contaminant,,,,24,,,Long,6.1,7.8,2,10,,21.76548373,4.685714286,137.2820255,2250,10,46,0.91,2.5,10,0.785040992,1.595568241,1,127
Rhodomyrtus tomentosa,RHTO10,Lithomyrtus,Tree,Perennial,Angiosperm,Tree,Woody,1926,Escape,21,2,335,18,,,Long,4,6,9,11,,8.787814779,2.1,200,2700.000001,47,153.16,3.000000001,4,8,0.745167018,6.494824644,0,100
Rhodotypos scandens,RHSC3,Rosaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1917,,93,20,73,5,,0,,5.473285225,7.266296577,4,8,,18.32057119,57.2,15.14359383,1404.495053,26.39059625,59.06,1.83,7.62,15.24,0.4,0.646872755,0,109
Rhynchospora caduca,RHCA9,Cyperaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,,,,,,12,,,,5.450635531,7.326326018,7.819372588,9.707867121,,14.266,2.611043478,2.276668592,947.6724925,20.46806683,46.47,1.52,1.35,42.88,0.500404747,3.178250431,1,
Ribes rubrum,RIRU80,Grossulariaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1861,,4,3,0,6,0,0,,5.5,6,3,7,,29.1139777,4.1,0,2200,,,1.52,11.43,10.16,0.97,,0,165
Ricinus communis,RICO3,Euphorbiaceae,Tree,Perennial,Angiosperm,Tree,Woody,1819,Escape,133,18,1414,3,,0,Short,4.5,8,9,11,,23.88275565,285.36,0,2000,28,91,4.999999998,70,100,0.52,1.716208928,0,207
Robinia hispida,ROHI,Fabaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1957,,,,,6,,,,6.8,7.2,5,8,,16.4548875,16.54,216.0000001,364.82,23.36058336,32.39,3.049999999,2.54,5.08,0.777173371,4.563920023,0,69
Romulea rosea,,Iridaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1941,,20,4,22,1,,1,,4.35377552,8.188582556,8,11,1,19.36104348,3.53,0,49.99999998,17.54710667,44.73,0.544131164,0.15,30,3.053363776,12.99558033,1,85
Romulea rosea var. australis,ROROA,Iridaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1999,,,,,,,,,,,8,11,,19.36104348,1.76,,50,,,,0.25,40,,,1,27
Rorippa austriaca,ROAU,Brassicaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1917,,2,2,0,23,1,1,,6,7,4,9,0,37.01493761,0.06,999.9999997,1900.000001,15.73280148,34.54,1,2.5,10,0.353650788,1.361901034,1,109
Rorippa sylvestris,ROSY,Brassicaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1818,,255,33,8,47,1,1,,5,7.5,5.02301524,9.425823517,0,31.96555556,0.19,0,2500,14,55,0.61,6.6,20,0.48,1.34722,1,208
Rosa bracteata,ROBR,Rosaceae,Vine,Perennial,Angiosperm,Vine,Woody,1892,,42,8,73,4,,1,,4.939014232,7.32544647,4.854394716,8.550783956,0,13.07228653,14.23951175,0,500,22.77409946,54.27,3.000000001,3.1,7.3,0.6,1.621767822,0,134
Rosa canina,ROCA3,Rosaceae,Vine,Perennial,Angiosperm,Vine,Woody,1867,,34,19,27,57,0,1,,5.075466149,6.640647291,3,7,,12.30852831,16.46,100,1500,24,87,3.999999998,2,4,0.58,2.899999998,0,159
Rosa laevigata,ROLA,Rosaceae,Vine,Perennial,Angiosperm,Vine,Woody,1874,,19,5,5,6,,1,,4.509011364,7.906238652,7,9,,13.07228653,14.23951175,200,1600,18.11446631,47.75,18.29000001,0.2,0.6,0.55,1.100000001,0,152
Rosa luciae,ROLU4,Rosaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,,,,,,4,,,,5.056386886,7.77324832,5,9,,13.07228653,8.45,0,500,20.84330297,55.4,0.7,2.21,5.2,0.679128019,1.010286578,0,
Rosa micrantha,ROMI,Rosaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,,,,,,32,0,,,4.947874352,7.480595096,5,9,,12.11428571,14.2,6.42418741,1355.096986,22.18326208,62.64,1.5,3.01,6.5,0.763907693,1.972840741,0,
Rosa multiflora,ROMU,Rosaceae,Vine,Perennial,Angiosperm,Vine,Woody,1866,,1000,57,12319,6,,1,,5,7,3,10,0,20.34,8.35,0,1700,23,85,6.500000002,7.62,15.24,0.8,2.441673716,0,160
Rosa rubiginosa,,Rosaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1841,,77,24,45,34,0,1,,5.032911921,7.327970285,4,9,,11.63,15.56,29.99999998,1400,23.01603657,58.68,3.049999999,3.72,7.2,0.716325811,2.242573533,0,185
Rosa rugosa,RORU,Rosaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1871,,93,20,63,7,1,1,,4.7,8.5,2,7,1,10.39219998,9.55,0,1824.714263,34,60,1.83,3.05,5.08,0.5,1,0,155
Rottboellia cochinchinensis,ROCO6,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1900,Stowaway,33,6,9,73,,0,Long,5.037372085,7.281890121,6.626450749,10.13613476,,26.46470061,16.66,799.9999999,1300,25,141,3.999999998,2.5,60,1.335062381,55.29346984,1,126
Rubus argutus,RUAR2,Rosaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1851,Escape,,,,26,,1,Long,4.5,8.5,4,8,,18.81352066,3.400542825,300.0000001,2000,20,59,2.44,5,13,0.496881327,0.806388646,0,175
Rubus bifrons,RUBI,Rosaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1917,,120,21,1521,12,0,1,,4.864289595,7.85495583,6,9,,18.81352066,2.48,0,1800,15.49322972,82.23,2.44,9,15,0.703201334,1.513676427,0,109
Rubus idaeus,RUID,Rosaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,,,,,,118,1,1,,5,7.5,4,8,,21.20709372,1.74,732.0000001,3569,10,104,3.000000001,7.62,15.24,0.305,0.774480931,0,
Rubus phoenicolasius,RUPH,Acanthaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1903,,217,28,284,8,,1,,5.377092242,7.2,4,8,,18.81352066,3.400542825,29.99999998,1112,16.26622855,42,2.700000001,10,10,0.508679215,1.203869943,0,123
Ruellia blechum,,Acanthaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1930,,21,3,28,33,,,,5.614295572,8.034072506,7.327970798,10.22717883,,26.28146897,2.48275,0,823.0000004,24.99665137,80.35,0.5,1.44,7,1.091907591,2.937562893,1,96
Ruellia simplex,RUSI7,Acanthaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1933,Escape,,,,30,,,Short,5.5,7.8,8,10,,26.28146897,2.48275,0.773013523,766.5921515,31,79,1,2,25,1.290958927,5.832456927,1,93
Rumex acetosa,RUAC2,Polygonaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1862,,,,,71,0,1,,4.917331148,8,3,7,,31.2337673,0.79,0,3360,11.50596385,35.35,0.61,2,10,3.120000001,6.240000002,1,164
Rumex acetosella,RUAC3,Polygonaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1900,,417,59,172,67,1,1,,5.259182178,7.536604022,4,8,,26.4330896,0.69,0,1800,4,14,0.46,2,8,0.85,3.399999999,1,126
Rumex crispus,RUCR,Polygonaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1901,,853,84,515,88,0,1,,4.986680586,7.277830009,4,8,,23.91097853,1.51,0,2700.000001,11,101,1.2,7,30,1.01,6.420000002,1,125
Rumex crispus subsp. crispus,RUCRC,Polygonaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1700,,,,,,,,,,,4,8,,27.16711559,1.51,,2700,,,1.2,7,30,4.4,,1,326
Rumex longifolius,,Polygonaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1901,,44,13,0,40,0,1,,5.087093163,7,4.04677875,7.891500078,,29.9,1.75,100,3000.000001,18.2926753,34.52,1.22,15,60,2,15.66911869,1,125
Rumex obtusifolius,RUOB,Polygonaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1840,,455,42,2,46,0,1,,4.727606815,7.4,4,8,,30.19711849,1.49,0,3200,24,71,1.5,15,30,0.775,3.1,1,186
Rumex spinosus,RUSP9,Polygonaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1880,Contaminant,,,,40,,,Short,,,,,,27.92740083,111.537202,,,,,,,,,,1,146
Rumex stenophyllus,RUST4,Polygonaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1905,,25,11,8,31,,0,,5.166504241,7.17827652,9,9,,23.6285,1.1,6.84079931,1250,11,28.1,0.81,6.35,25.4,1.291685099,6.909682712,1,121
Rytidosperma penicillatum,RYPI,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,2000,,9,3,10,5,,1,,5.59012367,7,9,10,,19.3,0.89,0,800,27,67,0.9,0.5,30,0.956991133,10.10248696,1,26
Saccharum ravennae,,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1934,Escape,60,22,789,46,0,1,Long,4.8,6.911298882,5,9,,26.46470061,0.4,1200,3000.000001,17,34,4.500000002,2,120,2.315825078,127.1085966,1,92
Sacciolepis indica,SAIN,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1871,Contaminant,7,1,0,63,,0,Long,4.880788477,8.242725346,6.085682788,11.26416799,,26.46470061,0.2,0,1700,14.49323892,59.66,0.6,0.7,25,1.13035789,3.551166001,1,155
Sagina procumbens,,Caryophyllaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1832,,22,15,0,59,1,1,,4.7,7.9,9,10,,19.25,0.02,0,3500,17,71,0.1,0.2,1,0.957262241,2.624821696,1,194
Sagittaria graminea,SAGR,Alismataceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,,,,,,45,,,,,,4,10,,33.8468,0.15,,,,,1,4,35,14.1,,1,
Salix alba,SAAL2,Salicaceae,Tree,Perennial,Angiosperm,Tree,Woody,1850,,220,28,23,52,0,1,,4.5,7.8,2,9,,10.57150397,0.12,0,2400,16,98,21.32999998,1.59,10.16,0.4125,1.650000001,0,176
Salix atrocinerea,,Salicaceae,Tree,Perennial,Angiosperm,Tree,Woody,1973,,14,6,2,14,,1,,5.507212489,7.5,4.313160129,8.440214193,,11.225,0.13,0,1824.896288,16.54405168,89.24,12,1,3,0.82,4.090263851,0,53
Salix babylonica,,Salicaceae,Tree,Perennial,Angiosperm,Tree,Woody,1856,,38,20,2,6,,1,,5.948213742,6.903693514,6,8,,12.37426808,0.621549252,4.999999999,2000,22,66,15.23999999,1.91,15.24,0.77,6.75927412,0,170
Salix cinerea,SACI,Salicaceae,Shrub/Tree,Perennial,Angiosperm,Tree,Woody,1896,,13,5,7,33,0,1,,5.546821005,7.2,4,8,,9.42294646,0.17,0,1200,20,98,9.999999996,3.5,9,0.4225,1.69,0,130
Salix pentandra,SAPE4,Salicaceae,Shrub/Tree,Perennial,Angiosperm,Tree,Woody,1849,,11,2,0,38,0,1,,6.5,6.847611543,4.279975526,8.378936428,,17.58305237,0.16,200,2100,16,79,18.00000001,5,12,0.605501395,4.986734139,0,177
Salix purpurea,SAPU2,Salicaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1850,,83,19,1,34,0,1,,5.5,7.787263929,3,7,,6.239953926,0.21,0,1800,20,98,1.52,0.85,10.16,0.43,0.86,0,176
Salsola collina,SACO8,Chenopodiaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1923,,16,7,2,30,,1,,6.165043763,8.620639297,6.825389837,8.802989509,,9.023654427,0.84,100,2000,14.70248002,55.15,1,0.2,5.08,0.939912297,4.650988633,1,103
Salsola kali,SAKA,Chenopodiaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1873,Contaminant,270,29,174,37,,0,Short,5.7,8.6,7,10,,9.368571429,5.3,25,2800,6,27,0.5,0.24,0.22,0.9601129,5.48531711,1,153
Salsola kali subsp. tragus,SAKAT3,Chenopodiaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1874,,,,,,,,,6.1,8.5,5,11,,9.138626761,5.3,0,2800,,69,1.2,0.25,6,0.61,,1,152
Salsola paulsenii,SAPA8,Chenopodiaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1968,Contaminant,19,5,4,16,,0,Long,6.1,8.5,7,8,,9.138626761,2.345,0,1900.000001,16,55,1,0.2,4.64,0.913596458,4.849224551,1,58
Salsola soda,SASO3,Chenopodiaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1916,,7,3,59,,,1,,6.561880578,8.727691351,8,11,,9.138626761,2.345,6.324456125,40,16,50.15,0.6,7,0.4,1.31,5.645925479,1,110
Salvia aethiopis,SAAE,Lamiaceae,Forb,Biennial,Angiosperm,Forb,Herbaceous,1921,,97,16,937,25,,,,6.1,7.8,7,11,,23.27319296,2.25,1249.999999,1550,12,35,0.91,9.83,25,0.951628027,3.659140467,1,105
Salvinia minima,,Salviniaceae,Forb,Perennial,Fern,Forb,Herbaceous,1890,Stowaway,108,13,45,27,,1,Long,7.380457392,7.094505336,10,11,,104.126,,6.831972312,100,18.22345972,46.13,0.409115698,1.05,1.5,2.565404299,9.724499221,1,136
Salvinia molesta,,Salviniaceae,Forb,Perennial,Fern,Forb,Herbaceous,1992,Escape,58,15,46,3,,,Long,7.635029458,7.206094878,8,11,,104.126,,16.21158895,100,17,34,0.3,1.8,3,2.279999999,5.610347088,1,34
Sanguisorba minor subsp. balearica,SAMIB2,Rosaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,2000,,,,,,,,,,,,,,24.8535262,5.848081081,30,2700,10,12,0.7,,20,0.56,,1,26
Scabiosa atropurpurea,SCAT,Caprifoliaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1820,,15,4,110,22,,0,,6.01555964,7,4,11,,13.18466667,2.34,7.623306303,430,19,45,0.91,14.11,18.63,3.23997812,12.16474934,1,206
Scaevola taccada,SCTA,Goodeniaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1960,Escape,,,,64,,,Long,,,10,12,,31.18,117.91,,,20,98,3,7,20,,,0,66
Schinus molle,SCMO,Anacardiaceae,Tree,Perennial,Angiosperm,Tree,Woody,1900,Escape,45,5,494,6,,0,Long,5.219483265,8.896843277,8,12,,8.325666667,30.75,399.9999999,4200,12,31,15.00000001,9,25,1.306597409,4.109103387,0,126
Schinus terebinthifolia,SCTE16,Anacardiaceae,Tree,Perennial,Angiosperm,Tree,Woody,1909,,,,,6,,,,5,9,9,11,,8.437189543,18.14,0,1670,20,59,9.140000001,3.5,10,1.305223401,3.537009468,0,117
Schismus arabicus,SCAR,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1937,Escape,65,8,17,33,,1,Short,5.8,8.8,7,10,,26.46470061,0.08,0,2160,4,34,0.23296598,0.2,7,0.966474769,2.053688686,1,89
Schismus barbatus,SCBA,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1874,,165,11,166,35,,1,,5.710953934,7.5,9,11,,26.46470061,0.07,5.497562353,1200,5,47,0.3,0.15,10,1.057163187,5.62311109,1,152
Scilla siberica,,Asparagaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1895,,52,10,12,10,,1,,5.990004247,8.037404431,2,8,,27.644,2.94075,0,1500,16.79551256,34.7,0.2,2,15,31.65000003,107.5500001,1,131
Scleria lacustris,,Cyperaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1988,,20,2,189,23,,,,5.371191254,7.368881295,7.725325979,9.785895249,,21.42986974,10.43507808,2.897270963,1163.028368,19.97402532,55.25,2,2.5,60,0.622385816,4.56941338,1,38
Scolochloa festucacea,SCFE,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,,,,,,42,0,1,,4,6,7.203294086,8.216573284,,26.46470061,1.1,135,2652,18,30,2,1.3,70,2.676542552,44.77682178,1,
Secale cereale,SECE,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1830,,14,10,11,1,0,0,,5,7.5,6,9,,30.2745,16.07,8.717019183,1800,7.999999999,50,3.000000001,2,20,8.800000004,107.1019431,1,196
Sedum acre,,Crassulaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1853,,32,13,22,44,1,1,,6.5,7.5,3,9,,10.9,0.04,0,2400,24.20125896,78.59,0.1,2.54,2.54,0.76,0.763518222,1,173
Senecio sylvaticus,SESY,Asteraceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1895,,12,5,2,33,0,0,,5.002893227,5.5,5,9,1,34.80423148,0.25,100,300,17,97,0.6,3,7,1.092797432,8.452512177,1,131
Senecio viscosus,,Asteraceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1878,,8,1,0,30,0,0,,4.632926619,7.7,5,9,,22.46666667,0.58,0,1102.409316,3.588426448,27.04,0.61,5.08,10.16,1.55,4.041445162,1,148
Senna obtusifolia,SEOB4,Fabaceae,Shrub,Annual,Angiosperm,Shrub,Woody,1940,Contaminant,,,,46,,,Long,4.6,7.9,5,10,,17.01183571,23.25,0.563247184,3047.510146,25,169,2.499999999,7.62,7.62,0.97047679,2.522237635,0,86
Senna occidentalis,SEOC2,Fabaceae,Shrub,Annual,Angiosperm,Shrub,Woody,1836,,8,4,7,45,,1,,4.7,8.4,9,11,1,17.01183571,16.42,0,1740.000001,35,71,2,3,10,1.276580758,3.331031087,0,190
Sesbania herbacea,SEHE8,Fabaceae,Shrub,Annual,Angiosperm,Shrub,Woody,,,,,,38,,,,5.710224261,8.144041487,6.626007793,9.576369346,,9.48766603,12.56,13.3681706,500,14.70920906,37.68,3.049999999,0.3,1.52,0.679284591,2.869011773,0,
Sesbania punicea,SEPU7,Fabaceae,Tree,Perennial,Angiosperm,Tree,Woody,1872,Escape,134,13,538,6,,1,Long,5.783161815,8.5,8,11,1,9.48766603,76.07,0,200,16,48,4.999999998,2.54,7.62,1.310144702,6.268149679,0,154
Setaria faberi,SEFA,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1900,,138,30,17,13,,0,,5.5,8.3,10,12,,23.78215116,1.9,0,100,12,157,1.83,2,40.64,0.825,3.299999999,1,126
Setaria italica,,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1820,,6,6,8,2,0,0,,5.5,8.3,10,12,,23.928,2.3,0,2000,12,157,1.5,20.32,30.48,0.55,1.100000001,1,206
Setaria parviflora,SEPA10,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1851,,,,,89,,,,5.465443256,8,6,11,,23.78215116,1.58,0,1470,2,59,0.91,1.02,25.4,2.4,8.550680309,1,175
Setaria pumila,SEPU8,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1874,,221,46,7098,128,,0,,5,6.948091107,8,10.05803709,,23.81457143,0.87,0,1680,13,47,0.91,1,40,0.8833,5.300000002,1,152
Setaria verticillata,SEVE3,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1895,,5,4,0,116,0,0,,6.1,8,8,10,,23.78215116,0.69,0,550,20,118,0.91,1.69,25.4,0.6,1.606465196,1,131
Setaria viridis,SEVI4,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1827,,105,33,14,101,0,0,,5.706617533,8.187387051,5,9,,25.26579867,1.01,5.373970393,1525,11,57,1.83,2.54,40,0.8,1.600000001,1,199
Sherardia arvensis,SHAR2,Rubiaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1879,,249,28,1,60,0,0,,5.678948495,8.3,8,10.06868353,,22.41808857,1.85,300.0000001,749.9999997,15,109,0.13,0.5,1.3,0.670577177,1.276939807,1,147
Sicyos angulatus,SIAN,Cucurbitaceae,Vine,Annual,Angiosperm,Vine,Herbaceous,,Escape,,,,36,,,Long,4.89405109,8,8,11,,29.03121212,102.21,0,1593.549343,22.97686421,167.7,6.099999998,30,25,3.288499886,14.69522563,1,
Silene armeria,,Caryophyllaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1820,,4,1,3,,,0,,7.326639724,8.478165304,5,8,,32.35,0.616745618,500,2500,16.9427453,32.07,0.46,1.56,6.3,1.850590649,3.785593664,1,206
Silene flos-cuculi,SIFL5,Caryophyllaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,,,,,,42,,1,,7.480363488,7.5,5,8,,26.35056343,0.17,551.8762079,891.965649,14.01,22.56450459,0.76,0.51,7.62,2.729999998,5.460000001,1,
Silene gallica,SIGA,Caryophyllaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1865,Contaminant,77,13,0,36,0,0,Long,7.74049446,8.229661368,3,8,,32.28191571,0.33,0,1000,15,117,0.6,1,3.5,1.42359635,2.93929678,1,161
Silene latifolia,,Caryophyllaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1865,,311,48,16,56,0,1,,7.811048688,8.887013426,5,9,,21.21789358,0.81,0,1000,19,61,0.6,3.81,10,2.699999998,5.400000002,1,161
Silene latifolia subsp. alba,SILAA3,Caryophyllaceae,Forb,Biennial,Angiosperm,Forb,Herbaceous,1800,,,,,,,,,,,,,,26.35056343,0.92,,1000,,,1,,10,2.7,,1,226
Silene noctiflora,,Caryophyllaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1838,,5,4,0,37,0,0,,7.942517502,7.5,3.431514245,6.518369884,,21.9,0.99,0,1900.000001,18.52,21.82793119,0.5,2.97,6.24,1.393517942,4.980133005,1,188
Silene vulgaris,SIVU,Caryophyllaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1822,,368,49,165,81,0,1,,8,10,4,7,1,29.30529078,1.22,44.31490844,1200,12.36478049,35.01,0.46,3.18,7.62,1.125000001,2.250000001,1,204
Silphium perfoliatum,SIPE2,Asteraceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,,,,,,30,,0,,4.5,7.686010187,3,9,,6.231982981,6.85,2.173927611,2081.951092,16,51,2.44,15.24,15.24,8.300000002,21.70418065,1,
Silybum marianum,SIMA3,Asteraceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1881,Escape,151,23,867,47,0,0,Short,5.646768339,6.933232386,6,9,1,21.76548373,24.22,0,900.0000003,12,101,2,25.4,50.8,0.81,3.587535093,1,145
Sinapis alba,,Brassicaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1902,,1,1,1,61,0,0,,4.5,8.2,5,9,,23.01714286,5.25,8.614206083,1500,14,70,0.8,8,20,0.51,1.01,1,124
Sinapis arvensis,SIAR4,Brassicaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1753,,42,20,7,71,0,0,,4.781513384,7.5,5,9,0,38.64726053,1.74,0,1800,12,69,0.76,7.62,15.24,0.58,1.16,1,273
Sisymbrium altissimum,SIAL2,Brassicaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1878,,508,38,628,37,0,0,,4.9,8.6,5,10,1,21.45666667,0.19,0,2780.000001,9,79,1.52,10,20,0.26,0.52,1,148
Sisymbrium irio,SIIR,Brassicaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1880,Contaminant,166,19,53,53,,0,Short,5.297631491,7.5,8,10,1,22.94667143,0.1,0,1700,5,51.06,0.91,7.62,15.24,0.53,1.918821004,1,146
Sisymbrium officinale,SIOF,Brassicaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1909,,74,24,136,57,0,0,,5.46961995,8.189841168,5,9,1,31.18285714,0.32,6.910463866,2199.999999,15,85,0.76,5.08,15.24,0.24,0.48,1,117
Sisymbrium orientale,SIOR4,Brassicaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1915,,33,6,82,36,0,0,,5.4,8.5,7,10,1,22.325,0.24,0,2430,7,47,0.85,6,10,0.31,0.638925658,1,111
Solanum americanum,SOAM4,Solanaceae,Shrub,Annual,Angiosperm,Shrub,Woody,,,,,,60,,1,,6.012883587,8.714513675,4.498953279,10.67050787,1,12.23678545,0.51,0,2926,3,68.8,1.22,7.62,7.62,1.03779225,1.489135163,0,
Solanum aviculare,,Solanaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1908,,19,3,57,8,,1,,6.420936696,7.146649624,8,11,1,12.23678545,0.81,15.04957966,100,18.25576529,42.38,3.000000001,35,36,0.9,4.236408739,0,118
Solanum diphyllum,SODI2,Solanaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1957,,25,2,29,11,,1,,6.010440498,7.454035401,9,11,1,12.23678545,117.8083334,8.102728493,250,8.996334161,38.15,2,2.2,6.8,1.400600566,7.300607257,0,69
Solanum dulcamara,SODU,Solanaceae,Vine,Perennial,Angiosperm,Vine,Woody,1780,,772,56,116,83,1,1,,7.2,8.29,4,8,1,33.36697083,26.44,0,2133,32,45,3.049999999,7.62,7.62,1.099999999,2.076266342,0,246
Solanum elaeagnifolium,SOEL,Solanaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1958,Contaminant,,,,22,,,Long,6,7,7,10,,12.23678545,4.41,200,699.9999996,2,34,0.5,4,10,0.795378261,2.624314435,0,68
Solanum nigrum,SONI,Solanaceae,Shrub,Annual,Angiosperm,Shrub,Woody,1822,,59,29,9,85,0,0,,5.378202338,8.127941462,10,11,1,25.225,0.77,0,3500,20,106,1,7.62,10.16,3.100000002,8.696232272,0,204
Solanum physalifolium,SOPH,Solanaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1884,,6,6,0,3,,1,,6.308036335,7.823590552,8,10.13388338,1,12.23678545,117.8083334,10.08706084,1000,10,47,0.91,3.2,6,0.822532315,1.666138073,1,142
Solanum pseudocapsicum,SOPS,Solanaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1888,,2,2,1,12,,1,,6.077223573,7.071387235,8,9,1,12.23678545,2.78,20.75633932,458.2102798,10.77326539,29.77,0.91,2.54,7.62,1.299999999,5.471627413,0,138
Solanum rostratum,SORO,Solanaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1877,Contaminant,,,,34,,1,Short,5,8.2,8,10,1,12.23678545,2.63,0,1900.000001,9,65,1.5,12.7,15.24,1.503278959,3.583432215,1,149
Solanum triflorum,SOTRI,Solanaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,,,,,,29,,0,,6.1,7.8,3,10,1,12.23678545,1.04,100,2300,7.349152365,39.96,0.8,2,5,0.644176666,1.134489414,1,
Soliva sessilis,SOSE2,Asteraceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1881,,32,15,4,11,,0,,5.613946092,7.8,7,9,,21.76548373,0.94,0,1500,15,79,0.05,1.27,1.91,1.802538546,1.599569281,1,145
Sonchus arvensis subsp. arvensis,SOAFARA2,Asteraceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1814,,,,,,,,,,,8,10,,29.3274611,0.49,130,1800,18,101,1.22,15,40,3.1,,1,212
Sonchus arvensis subsp. uliginosus,SOARU,Asteraceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1902,,,,,,,,,,,,,,29.3274611,0.45,,1800,,,1.22,5.08,30.48,3.1,,1,124
